time,lat,lon
2014-06-28 06:18:00,60.1962257917,24.9626701197
2014-06-28 06:19:00,60.229578,24.974167
2014-06-28 06:23:00,60.241169,25.030858
2014-06-28 06:25:00,60.19653,24.806725
2014-06-28 06:29:00,60.168396,24.80436
2014-06-28 06:29:00,60.218461,25.047789
2014-06-28 06:37:00,60.193077,24.92973
2014-06-28 06:45:00,60.216269,24.893368
2014-06-28 06:46:00,60.188425,25.014586
2014-06-28 06:53:00,60.186158,24.982033
2014-06-28 06:54:00,60.157801,24.941304
2014-06-28 06:57:00,60.229578,24.974167
2014-06-28 07:03:00,60.219719,24.863043
2014-06-28 07:03:00,60.232573,24.902223
2014-06-28 07:07:00,60.189537,24.947944
2014-06-28 07:09:00,60.219719,24.863043
2014-06-28 07:12:00,60.230644,24.931912
2014-06-28 07:15:00,60.212139,25.081699
2014-06-28 07:18:00,60.248861,24.855052
2014-06-28 07:25:00,60.189537,24.947944
2014-06-28 07:30:00,60.209204,25.087193
2014-06-28 07:32:00,60.216128,24.826473
2014-06-28 07:35:00,60.243941,24.947782
2014-06-28 07:36:00,60.230103,24.997627
2014-06-28 07:37:00,60.168396,24.80436
2014-06-28 07:40:00,60.192474,24.879977
2014-06-28 07:41:00,60.212139,25.081699
2014-06-28 07:44:00,60.213074,24.959013
2014-06-28 07:44:00,60.234172,24.967048
2014-06-28 07:48:00,60.188706,24.975985
2014-06-28 07:52:00,60.243941,24.947782
2014-06-28 07:56:00,60.241708,24.993087
2014-06-28 07:57:00,60.185183,24.914837
2014-06-28 08:10:00,60.185481,24.996832
2014-06-28 08:10:00,60.185544,24.951469
2014-06-28 08:12:00,60.228528,24.967874
2014-06-28 08:13:00,60.236025,24.902696
2014-06-28 08:14:00,60.216915,24.978699
2014-06-28 08:14:00,60.241184,24.926434
2014-06-28 08:18:00,60.216915,24.978699
2014-06-28 08:23:00,60.209204,25.087193
2014-06-28 08:25:00,60.185481,24.996832
2014-06-28 08:28:00,60.210217,25.058512
2014-06-28 08:28:00,60.232573,24.902223
2014-06-28 08:31:00,60.243083,24.943478
2014-06-28 08:32:00,60.195809,24.884591
2014-06-28 08:35:00,60.22035,24.90701
2014-06-28 08:41:00,60.173549,24.949483
2014-06-28 08:41:00,60.228203,25.02796
2014-06-28 08:41:00,60.230103,24.997627
2014-06-28 08:45:00,60.182157,24.926754
2014-06-28 08:47:00,60.237401,24.963695
2014-06-28 08:50:00,60.201491,24.859986
2014-06-28 08:55:00,60.232042,24.933414
2014-06-28 08:59:00,60.228039,24.906302
2014-06-28 09:06:00,60.201443,24.944969
2014-06-28 09:08:00,60.192474,24.879977
2014-06-28 09:08:00,60.235436,24.900911
2014-06-28 09:15:00,60.23129,24.95348
2014-06-28 09:17:00,60.241708,24.993087
2014-06-28 09:20:00,60.235436,24.900911
2014-06-28 09:28:00,60.227731,24.9504
2014-06-28 09:38:00,60.1962257917,24.9626701197
2014-06-28 09:42:00,60.185544,24.951469
2014-06-28 09:45:00,60.193077,24.92973
2014-06-28 09:58:00,60.227,25.003289
2014-06-28 10:00:00,60.189537,24.947944
2014-06-28 10:04:00,60.227731,24.9504
2014-06-28 10:06:00,60.209204,25.087193
2014-06-28 10:07:00,60.219719,24.863043
2014-06-28 10:11:00,60.212139,25.081699
2014-06-28 10:12:00,60.241708,24.993087
2014-06-28 10:21:00,60.218461,25.047789
2014-06-28 10:25:00,60.230402,25.043009
2014-06-28 10:33:00,60.168396,24.80436
2014-06-28 10:45:00,60.202294,25.031856
2014-06-28 10:46:00,60.21776,25.083706
2014-06-28 10:49:00,60.238931,24.936697
2014-06-28 10:53:00,60.230103,24.997627
2014-06-28 10:54:00,60.209239,25.038063
2014-06-28 11:00:00,60.229591,24.928417
2014-06-28 11:02:00,60.229833,24.965007
2014-06-28 11:04:00,60.203851,24.965777
2014-06-28 11:05:00,60.185684,25.015006
2014-06-28 11:05:00,60.219719,24.863043
2014-06-28 11:07:00,60.201443,24.944969
2014-06-28 11:15:00,60.16887,24.93064
2014-06-28 11:15:00,60.243083,24.943478
2014-06-28 11:16:00,60.197838,24.866778
2014-06-28 11:17:00,60.168113,24.825555
2014-06-28 11:20:00,60.203851,24.965777
2014-06-28 11:26:00,60.241169,25.030858
2014-06-28 11:34:00,60.231648,25.003468
2014-06-28 11:35:00,60.208153,24.945522
2014-06-28 11:45:00,60.168396,24.80436
2014-06-28 11:46:00,60.211579,25.053108
2014-06-28 11:47:00,60.230103,24.997627
2014-06-28 11:54:00,60.185684,25.015006
2014-06-28 11:55:00,60.227,25.003289
2014-06-28 11:58:00,60.230189,24.948052
2014-06-28 12:02:00,60.203851,24.965777
2014-06-28 12:02:00,60.216269,24.893368
2014-06-28 12:04:00,60.213074,24.959013
2014-06-28 12:04:00,60.241708,24.993087
2014-06-28 12:11:00,60.219719,24.863043
2014-06-28 12:12:00,60.168113,24.825555
2014-06-28 12:12:00,60.241676,25.0232
2014-06-28 12:16:00,60.209239,25.038063
2014-06-28 12:21:00,60.180297,24.991432
2014-06-28 12:22:00,60.216269,24.893368
2014-06-28 12:24:00,60.16927,24.92982
2014-06-28 12:28:00,60.185684,25.015006
2014-06-28 12:31:00,60.195809,24.884591
2014-06-28 12:33:00,60.229578,24.974167
2014-06-28 12:33:00,60.232039,24.959079
