time,lat,lon
2014-06-28 12:35:00,60.209204,25.087193
2014-06-28 12:36:00,60.212881,25.067797
2014-06-28 12:37:00,60.157801,24.941304
2014-06-28 12:38:00,60.244519,24.959859
2014-06-28 12:39:00,60.192474,24.879977
2014-06-28 12:43:00,60.158012,24.940644
2014-06-28 12:44:00,60.193077,24.92973
2014-06-28 12:44:00,60.232039,24.959079
2014-06-28 12:45:00,60.205433,24.892388
2014-06-28 12:46:00,60.192474,24.879977
2014-06-28 12:52:00,60.192474,24.879977
2014-06-28 12:53:00,60.216128,24.826473
2014-06-28 12:54:00,60.190951,24.948562
2014-06-28 12:58:00,60.228203,25.02796
2014-06-28 12:59:00,60.195809,24.884591
2014-06-28 13:02:00,60.190951,24.948562
2014-06-28 13:03:00,60.210217,25.058512
2014-06-28 13:05:00,60.230644,24.931912
2014-06-28 13:07:00,60.180297,24.991432
2014-06-28 13:10:00,60.21749,24.890731
2014-06-28 13:12:00,60.211579,25.053108
2014-06-28 13:12:00,60.23463,24.930636
2014-06-28 13:22:00,60.212881,25.067797
2014-06-28 13:22:00,60.21684,24.965761
2014-06-28 13:24:00,60.232573,24.902223
2014-06-28 13:26:00,60.184715,24.804236
2014-06-28 13:30:00,60.201491,24.859986
2014-06-28 13:32:00,60.231648,25.003468
2014-06-28 13:34:00,60.209239,25.038063
2014-06-28 13:35:00,60.225671,24.895464
2014-06-28 13:38:00,60.185684,25.015006
2014-06-28 13:39:00,60.225671,24.895464
2014-06-28 13:40:00,60.22701,24.873665
2014-06-28 13:49:00,60.212881,25.067797
2014-06-28 13:55:00,60.232573,24.902223
2014-06-28 14:03:00,60.188706,24.975985
2014-06-28 14:08:00,60.227,25.003289
2014-06-28 14:14:00,60.237218,24.975116
2014-06-28 14:17:00,60.203851,24.965777
2014-06-28 14:23:00,60.157801,24.941304
2014-06-28 14:25:00,60.205813,24.972525
2014-06-28 14:26:00,60.212881,25.067797
2014-06-28 14:28:00,60.213074,24.959013
2014-06-28 14:29:00,60.178386,24.929279
2014-06-28 14:33:00,60.22035,24.90701
2014-06-28 14:34:00,60.241708,24.993087
2014-06-28 14:43:00,60.230402,25.043009
2014-06-28 14:47:00,60.184715,24.804236
2014-06-28 14:50:00,60.188425,25.014586
2014-06-28 14:50:00,60.231276,24.892097
2014-06-28 14:52:00,60.21684,24.965761
2014-06-28 14:52:00,60.230402,25.043009
2014-06-28 14:54:00,60.230402,25.043009
2014-06-28 14:56:00,60.243083,24.943478
2014-06-28 14:58:00,60.204198,25.034008
2014-06-28 15:07:00,60.197838,24.866778
2014-06-28 15:07:00,60.21749,24.890731
2014-06-28 15:10:00,60.16617,24.926754
2014-06-28 15:10:00,60.173549,24.949483
2014-06-28 15:11:00,60.209699,24.918332
2014-06-28 15:22:00,60.221231,24.946693
2014-06-28 15:23:00,60.192474,24.879977
2014-06-28 15:24:00,60.232039,24.959079
2014-06-28 15:25:00,60.248861,24.855052
2014-06-28 15:29:00,60.188425,25.014586
2014-06-28 15:34:00,60.166882,24.922253
2014-06-28 15:36:00,60.218461,25.047789
2014-06-28 15:43:00,60.182157,24.926754
2014-06-28 15:53:00,60.203851,24.965777
2014-06-28 15:55:00,60.21684,24.965761
2014-06-28 15:57:00,60.229213,25.009854
2014-06-28 16:00:00,60.166882,24.922253
2014-06-28 16:00:00,60.178386,24.929279
2014-06-28 16:01:00,60.203851,24.965777
2014-06-28 16:04:00,60.216692,24.966317
2014-06-28 16:04:00,60.241708,24.993087
2014-06-28 16:13:00,60.234172,24.967048
2014-06-28 16:18:00,60.231648,25.003468
2014-06-28 16:27:00,60.216128,24.826473
2014-06-28 16:28:00,60.205433,24.892388
2014-06-28 16:28:00,60.209699,24.918332
2014-06-28 16:30:00,60.229948,24.99802
2014-06-28 16:36:00,60.237218,24.975116
2014-06-28 16:45:00,60.216692,24.966317
2014-06-28 16:46:00,60.192474,24.879977
2014-06-28 16:49:00,60.168396,24.80436
2014-06-28 16:51:00,60.172705,24.911247
2014-06-28 16:51:00,60.208862,25.067342
2014-06-28 17:00:00,60.178386,24.929279
2014-06-28 17:02:00,60.180297,24.991432
2014-06-28 17:03:00,60.241169,25.030858
2014-06-28 17:06:00,60.213074,24.959013
2014-06-28 17:10:00,60.168113,24.825555
2014-06-28 17:10:00,60.243941,24.947782
2014-06-28 17:12:00,60.203851,24.965777
2014-06-28 17:12:00,60.241184,24.926434
2014-06-28 17:13:00,60.229948,24.99802
2014-06-28 17:21:00,60.203851,24.965777
2014-06-28 17:22:00,60.227731,24.9504
2014-06-28 17:23:00,60.232573,24.902223
2014-06-28 17:27:00,60.189537,24.947944
2014-06-28 17:27:00,60.209204,25.087193
2014-06-28 17:39:00,60.197838,24.866778
2014-06-28 17:39:00,60.244519,24.959859
2014-06-28 17:40:00,60.180297,24.991432
2014-06-28 17:40:00,60.232039,24.959079
2014-06-28 17:47:00,60.188425,25.014586
2014-06-28 17:47:00,60.235436,24.900911
2014-06-28 17:48:00,60.209239,25.038063
2014-06-28 17:50:00,60.185544,24.951469
2014-06-28 17:54:00,60.229833,24.965007
2014-06-28 17:56:00,60.204198,25.034008
2014-06-28 17:58:00,60.219464,24.82127
2014-06-28 18:00:00,60.210217,25.058512
2014-06-28 18:05:00,60.228039,24.906302
2014-06-28 18:07:00,60.184535,24.857398
2014-06-28 18:07:00,60.211579,25.053108
2014-06-28 18:09:00,60.229591,24.928417
2014-06-28 18:17:00,60.168113,24.825555
2014-06-28 18:19:00,60.202294,25.031856
2014-06-28 18:20:00,60.2308,24.919753
2014-06-28 18:28:00,60.225671,24.895464
2014-06-28 18:31:00,60.188706,24.975985
2014-06-28 18:31:00,60.212139,25.081699
2014-06-28 18:33:00,60.216915,24.978699
2014-06-28 18:36:00,60.229591,24.928417
2014-06-28 18:38:00,60.230103,24.997627
2014-06-28 18:39:00,60.16617,24.926754
2014-06-28 18:39:00,60.190951,24.948562
2014-06-28 18:41:00,60.229833,24.965007
2014-06-28 18:46:00,60.201443,24.944969
2014-06-28 18:50:00,60.209808,24.918119
2014-06-28 18:51:00,60.201443,24.944969
2014-06-28 18:51:00,60.232042,24.933414
2014-06-28 18:53:00,60.235436,24.900911
2014-06-28 18:54:00,60.219719,24.863043
2014-06-28 19:04:00,60.195809,24.884591
2014-06-28 19:04:00,60.229833,24.965007
2014-06-28 19:09:00,60.185684,25.015006
2014-06-28 19:13:00,60.216269,24.893368
2014-06-28 19:16:00,60.227,25.003289
2014-06-28 19:17:00,60.212881,25.067797
2014-06-28 19:19:00,60.229591,24.928417
2014-06-28 19:22:00,60.208862,25.067342
2014-06-28 19:22:00,60.21749,24.890731
2014-06-28 19:27:00,60.22701,24.873665
2014-06-28 19:29:00,60.192295,24.936306
2014-06-28 19:41:00,60.188425,25.014586
2014-06-28 19:46:00,60.218461,25.047789
2014-06-28 19:47:00,60.168113,24.825555
2014-06-28 19:55:00,60.166882,24.922253
2014-06-28 20:00:00,60.204198,25.034008
2014-06-28 20:01:00,60.179029,24.820928
2014-06-28 20:24:00,60.23129,24.95348
2014-06-28 20:38:00,60.179926,24.922114
2014-06-28 20:40:00,60.209239,25.038063
2014-06-28 20:45:00,60.184715,24.804236
2014-06-28 20:59:00,60.241708,24.993087
2014-06-28 21:38:00,60.202294,25.031856
2014-06-28 21:38:00,60.230644,24.931912
2014-06-28 21:50:00,60.230103,24.997627
2014-06-28 21:55:00,60.16887,24.93064
2014-06-28 21:58:00,60.238931,24.936697
2014-06-28 22:04:00,60.204198,25.034008
2014-06-28 22:06:00,60.209699,24.918332
2014-06-28 22:13:00,60.208153,24.945522
2014-06-28 22:20:00,60.224937,24.97163
2014-06-28 22:53:00,60.241708,24.993087
2014-06-28 22:54:00,60.193077,24.92973
2014-06-28 22:57:00,60.227,25.003289
2014-06-28 22:57:00,60.237401,24.963695
2014-06-29 05:06:00,60.225671,24.895464
2014-06-29 05:30:00,60.228203,25.02796
2014-06-29 05:32:00,60.241676,25.0232
2014-06-29 05:35:00,60.230103,24.997627
2014-06-29 05:53:00,60.23463,24.930636
2014-06-29 06:01:00,60.226365,24.967901
2014-06-29 06:07:00,60.168396,24.80436
2014-06-29 06:13:00,60.219719,24.863043
2014-06-29 06:22:00,60.227,25.003289
2014-06-29 06:24:00,60.236025,24.902696
2014-06-29 06:30:00,60.21749,24.890731
2014-06-29 06:30:00,60.218461,25.047789
2014-06-29 06:35:00,60.192474,24.879977
2014-06-29 06:37:00,60.216692,24.966317
2014-06-29 06:41:00,60.208862,25.067342
2014-06-29 06:50:00,60.224937,24.97163
2014-06-29 06:57:00,60.166714,24.964975
2014-06-29 07:00:00,60.209699,24.918332
2014-06-29 07:01:00,60.208862,25.067342
2014-06-29 07:06:00,60.185544,24.951469
2014-06-29 07:10:00,60.231648,25.003468
2014-06-29 07:13:00,60.168396,24.80436
2014-06-29 07:16:00,60.234172,24.967048
2014-06-29 07:22:00,60.22035,24.90701
2014-06-29 07:32:00,60.208153,24.945522
2014-06-29 07:37:00,60.170372,24.937328
2014-06-29 07:40:00,60.21776,25.083706
2014-06-29 07:42:00,60.168113,24.825555
2014-06-29 07:50:00,60.210217,25.058512
2014-06-29 07:51:00,60.227731,24.9504
2014-06-29 07:51:00,60.248861,24.855052
2014-06-29 07:55:00,60.185481,24.996832
2014-06-29 07:56:00,60.193218,24.977453
2014-06-29 07:56:00,60.230644,24.931912
2014-06-29 07:58:00,60.225671,24.895464
2014-06-29 08:01:00,60.213074,24.959013
2014-06-29 08:01:00,60.229833,24.965007
2014-06-29 08:02:00,60.225671,24.895464
2014-06-29 08:03:00,60.230644,24.931912
2014-06-29 08:05:00,60.21749,24.890731
2014-06-29 08:07:00,60.185183,24.914837
2014-06-29 08:09:00,60.216915,24.978699
2014-06-29 08:10:00,60.208879,24.94695
2014-06-29 08:11:00,60.193077,24.92973
2014-06-29 08:13:00,60.189615,24.962096
2014-06-29 08:18:00,60.185183,24.914837
2014-06-29 08:18:00,60.218461,25.047789
2014-06-29 08:20:00,60.232042,24.933414
2014-06-29 08:23:00,60.209204,25.087193
2014-06-29 08:25:00,60.205433,24.892388
2014-06-29 08:27:00,60.189537,24.947944
2014-06-29 08:29:00,60.241676,25.0232
2014-06-29 08:31:00,60.228203,25.02796
2014-06-29 08:34:00,60.231276,24.892097
2014-06-29 08:39:00,60.232573,24.902223
2014-06-29 08:40:00,60.179926,24.922114
2014-06-29 08:41:00,60.23463,24.930636
2014-06-29 08:44:00,60.201443,24.944969
2014-06-29 08:46:00,60.193218,24.977453
2014-06-29 08:46:00,60.241708,24.993087
2014-06-29 08:47:00,60.195809,24.884591
2014-06-29 08:47:00,60.203851,24.965777
2014-06-29 08:48:00,60.237401,24.963695
2014-06-29 08:49:00,60.226943,25.002512
2014-06-29 08:49:00,60.231276,24.892097
2014-06-29 08:51:00,60.188706,24.975985
2014-06-29 08:52:00,60.208153,24.945522
2014-06-29 08:52:00,60.229833,24.965007
2014-06-29 08:54:00,60.201443,24.944969
2014-06-29 08:54:00,60.202294,25.031856
2014-06-29 08:57:00,60.197838,24.866778
2014-06-29 08:59:00,60.168396,24.80436
2014-06-29 08:59:00,60.229591,24.928417
2014-06-29 08:59:00,60.244592,24.96219
2014-06-29 09:00:00,60.230644,24.931912
2014-06-29 09:04:00,60.188706,24.975985
2014-06-29 09:13:00,60.190951,24.948562
2014-06-29 09:13:00,60.211106,24.900406
2014-06-29 09:15:00,60.209204,25.087193
2014-06-29 09:17:00,60.232039,24.959079
2014-06-29 09:20:00,60.229833,24.965007
2014-06-29 09:21:00,60.170372,24.937328
2014-06-29 09:21:00,60.21749,24.890731
2014-06-29 09:22:00,60.244592,24.96219
2014-06-29 09:27:00,60.166714,24.964975
2014-06-29 09:42:00,60.229833,24.965007
2014-06-29 09:47:00,60.213074,24.959013
2014-06-29 09:47:00,60.229213,25.009854
2014-06-29 09:50:00,60.208153,24.945522
2014-06-29 09:53:00,60.226365,24.967901
2014-06-29 09:57:00,60.211579,25.053108
2014-06-29 09:59:00,60.232042,24.933414
2014-06-29 10:10:00,60.193218,24.977453
2014-06-29 10:11:00,60.195809,24.884591
2014-06-29 10:13:00,60.243941,24.947782
2014-06-29 10:20:00,60.232039,24.959079
2014-06-29 10:34:00,60.22035,24.90701
2014-06-29 10:35:00,60.170372,24.937328
2014-06-29 10:44:00,60.185684,25.015006
2014-06-29 10:45:00,60.230103,24.997627
2014-06-29 11:02:00,60.193218,24.977453
2014-06-29 11:11:00,60.229591,24.928417
2014-06-29 11:13:00,60.205433,24.892388
2014-06-29 11:14:00,60.21684,24.965761
2014-06-29 11:17:00,60.201571,25.031383
2014-06-29 11:18:00,60.230402,25.043009
2014-06-29 11:26:00,60.231648,25.003468
2014-06-29 11:28:00,60.193218,24.977453
2014-06-29 11:28:00,60.208153,24.945522
2014-06-29 11:30:00,60.231276,24.892097
2014-06-29 11:34:00,60.231276,24.892097
2014-06-29 11:37:00,60.23129,24.95348
2014-06-29 11:40:00,60.188706,24.975985
2014-06-29 11:40:00,60.201571,25.031383
2014-06-29 11:50:00,60.204198,25.034008
2014-06-29 11:54:00,60.211579,25.053108
2014-06-29 11:58:00,60.185544,24.951469
2014-06-29 11:58:00,60.237218,24.975116
2014-06-29 12:00:00,60.195809,24.884591
2014-06-29 12:01:00,60.179029,24.820928
2014-06-29 12:02:00,60.21776,25.083706
2014-06-29 12:03:00,60.212881,25.067797
2014-06-29 12:07:00,60.1962257917,24.9626701197
2014-06-29 12:17:00,60.230402,25.043009
2014-06-29 12:19:00,60.193077,24.92973
2014-06-29 12:21:00,60.208153,24.945522
2014-06-29 12:35:00,60.179926,24.922114
2014-06-29 12:36:00,60.227731,24.9504
2014-06-29 12:38:00,60.230644,24.931912
2014-06-29 12:38:00,60.244592,24.96219
2014-06-29 12:40:00,60.241676,25.0232
2014-06-29 12:44:00,60.189537,24.947944
2014-06-29 12:44:00,60.204198,25.034008
2014-06-29 12:45:00,60.229213,25.009854
2014-06-29 12:47:00,60.150446,24.927771
2014-06-29 12:55:00,60.179029,24.820928
2014-06-29 13:03:00,60.202294,25.031856
2014-06-29 13:10:00,60.211382,24.830502
2014-06-29 13:16:00,60.224937,24.97163
2014-06-29 13:23:00,60.178386,24.929279
2014-06-29 13:28:00,60.197838,24.866778
2014-06-29 13:29:00,60.202294,25.031856
2014-06-29 13:30:00,60.168113,24.825555
2014-06-29 13:40:00,60.180297,24.991432
2014-06-29 13:48:00,60.232344,24.95786
2014-06-29 13:52:00,60.188706,24.975985
2014-06-29 13:52:00,60.232039,24.959079
2014-06-29 13:53:00,60.168113,24.825555
2014-06-29 13:57:00,60.224937,24.97163
2014-06-29 13:57:00,60.232039,24.959079
2014-06-29 13:59:00,60.232573,24.902223
2014-06-29 14:00:00,60.193077,24.92973
2014-06-29 14:07:00,60.185544,24.951469
2014-06-29 14:08:00,60.209204,25.087193
2014-06-29 14:14:00,60.185544,24.951469
2014-06-29 14:14:00,60.230402,25.043009
2014-06-29 14:14:00,60.237401,24.963695
2014-06-29 14:15:00,60.219464,24.82127
2014-06-29 14:16:00,60.241708,24.993087
2014-06-29 14:17:00,60.23463,24.930636
2014-06-29 14:29:00,60.202294,25.031856
2014-06-29 14:30:00,60.225671,24.895464
2014-06-29 14:37:00,60.218461,25.047789
2014-06-29 14:51:00,60.237218,24.975116
2014-06-29 14:52:00,60.226365,24.967901
2014-06-29 14:59:00,60.212881,25.067797
2014-06-29 14:59:00,60.227,25.003289
2014-06-29 15:03:00,60.210217,25.058512
2014-06-29 15:11:00,60.227731,24.9504
2014-06-29 15:14:00,60.1962257917,24.9626701197
2014-06-29 15:23:00,60.211579,25.053108
2014-06-29 15:40:00,60.195809,24.884591
2014-06-29 15:44:00,60.180297,24.991432
2014-06-29 15:53:00,60.227,25.003289
2014-06-29 16:04:00,60.185544,24.951469
2014-06-29 16:10:00,60.219719,24.863043
2014-06-29 16:11:00,60.22701,24.873665
2014-06-29 16:14:00,60.232573,24.902223
2014-06-29 16:15:00,60.214582,24.886684
2014-06-29 16:17:00,60.229948,24.99802
2014-06-29 16:18:00,60.158012,24.940644
2014-06-29 16:29:00,60.230402,25.043009
2014-06-29 16:30:00,60.231648,25.003468
2014-06-29 16:37:00,60.202294,25.031856
2014-06-29 16:39:00,60.230103,24.997627
2014-06-29 16:42:00,60.202294,25.031856
2014-06-29 16:43:00,60.188706,24.975985
2014-06-29 16:43:00,60.216269,24.893368
2014-06-29 16:45:00,60.248861,24.855052
2014-06-29 16:51:00,60.209239,25.038063
2014-06-29 16:51:00,60.243941,24.947782
2014-06-29 16:52:00,60.186158,24.982033
2014-06-29 16:52:00,60.230103,24.997627
2014-06-29 16:59:00,60.218461,25.047789
2014-06-29 16:59:00,60.241184,24.926434
2014-06-29 17:01:00,60.225671,24.895464
2014-06-29 17:05:00,60.23129,24.95348
2014-06-29 17:08:00,60.173549,24.949483
2014-06-29 17:08:00,60.241184,24.926434
2014-06-29 17:11:00,60.234172,24.967048
2014-06-29 17:13:00,60.173549,24.949483
2014-06-29 17:13:00,60.213074,24.959013
2014-06-29 17:14:00,60.229833,24.965007
2014-06-29 17:16:00,60.16887,24.93064
2014-06-29 17:17:00,60.204198,25.034008
2014-06-29 17:17:00,60.236025,24.902696
2014-06-29 17:23:00,60.180297,24.991432
2014-06-29 17:23:00,60.232344,24.95786
2014-06-29 17:26:00,60.179029,24.820928
2014-06-29 17:32:00,60.1962257917,24.9626701197
2014-06-29 17:32:00,60.204198,25.034008
2014-06-29 17:36:00,60.189537,24.947944
2014-06-29 17:38:00,60.243941,24.947782
2014-06-29 17:39:00,60.201443,24.944969
2014-06-29 17:41:00,60.186158,24.982033
2014-06-29 17:41:00,60.201491,24.859986
2014-06-29 17:41:00,60.213074,24.959013
2014-06-29 17:42:00,60.21749,24.890731
2014-06-29 17:45:00,60.213074,24.959013
2014-06-29 17:45:00,60.229591,24.928417
2014-06-29 17:47:00,60.230103,24.997627
2014-06-29 17:48:00,60.216269,24.893368
2014-06-29 17:49:00,60.21749,24.890731
2014-06-29 17:49:00,60.219719,24.863043
2014-06-29 17:50:00,60.21684,24.965761
2014-06-29 17:54:00,60.193077,24.92973
2014-06-29 17:55:00,60.203851,24.965777
2014-06-29 17:56:00,60.227731,24.9504
2014-06-29 17:58:00,60.211579,25.053108
2014-06-29 17:58:00,60.22949,24.951551
2014-06-29 18:01:00,60.235436,24.900911
2014-06-29 18:04:00,60.211382,24.830502
2014-06-29 18:05:00,60.230402,25.043009
2014-06-29 18:10:00,60.232042,24.933414
2014-06-29 18:14:00,60.193218,24.977453
2014-06-29 18:15:00,60.213074,24.959013
2014-06-29 18:21:00,60.216915,24.978699
2014-06-29 18:29:00,60.22949,24.951551
2014-06-29 18:32:00,60.218461,25.047789
2014-06-29 18:36:00,60.197838,24.866778
2014-06-29 18:43:00,60.229948,24.99802
2014-06-29 18:47:00,60.189537,24.947944
2014-06-29 18:48:00,60.21749,24.890731
2014-06-29 19:15:00,60.209699,24.918332
2014-06-29 19:16:00,60.208862,25.067342
2014-06-29 19:17:00,60.197838,24.866778
2014-06-29 19:17:00,60.21776,25.083706
2014-06-29 19:17:00,60.227731,24.9504
2014-06-29 19:22:00,60.204198,25.034008
2014-06-29 19:23:00,60.201491,24.859986
2014-06-29 19:26:00,60.209204,25.087193
2014-06-29 19:26:00,60.231648,25.003468
2014-06-29 19:29:00,60.229833,24.965007
2014-06-29 19:36:00,60.205433,24.892388
2014-06-29 19:38:00,60.232344,24.95786
2014-06-29 19:41:00,60.219719,24.863043
2014-06-29 19:45:00,60.244592,24.96219
2014-06-29 19:52:00,60.241184,24.926434
2014-06-29 19:57:00,60.209808,24.918119
2014-06-29 20:01:00,60.192474,24.879977
2014-06-29 20:08:00,60.232039,24.959079
2014-06-29 20:11:00,60.190951,24.948562
2014-06-29 20:22:00,60.19653,24.806725
2014-06-29 20:23:00,60.213074,24.959013
2014-06-29 20:31:00,60.234172,24.967048
2014-06-29 20:42:00,60.209699,24.918332
2014-06-29 20:43:00,60.248861,24.855052
2014-06-29 20:50:00,60.184715,24.804236
2014-06-29 21:05:00,60.248861,24.855052
2014-06-29 21:16:00,60.182157,24.926754
2014-06-29 21:17:00,60.229578,24.974167
2014-06-29 21:34:00,60.170372,24.937328
2014-06-29 21:39:00,60.237401,24.963695
2014-06-29 21:46:00,60.185684,25.015006
2014-06-29 21:49:00,60.197838,24.866778
2014-06-29 21:56:00,60.192474,24.879977
2014-06-29 22:03:00,60.232344,24.95786
2014-06-29 22:27:00,60.166882,24.922253
2014-06-29 22:31:00,60.23129,24.95348
2014-06-29 22:38:00,60.193218,24.977453
2014-06-29 22:44:00,60.203851,24.965777
2014-06-30 05:01:00,60.166714,24.964975
2014-06-30 05:06:00,60.212139,25.081699
2014-06-30 05:34:00,60.234172,24.967048
2014-06-30 05:56:00,60.241676,25.0232
2014-06-30 06:03:00,60.22035,24.90701
2014-06-30 06:17:00,60.231648,25.003468
2014-06-30 06:32:00,60.234172,24.967048
2014-06-30 06:36:00,60.173549,24.949483
2014-06-30 06:37:00,60.241708,24.993087
2014-06-30 06:39:00,60.168396,24.80436
2014-06-30 06:43:00,60.182157,24.926754
2014-06-30 06:46:00,60.188425,25.014586
2014-06-30 06:47:00,60.185684,25.015006
2014-06-30 06:50:00,60.213074,24.959013
2014-06-30 06:51:00,60.231276,24.892097
2014-06-30 06:52:00,60.237401,24.963695
2014-06-30 06:54:00,60.21776,25.083706
2014-06-30 06:55:00,60.201443,24.944969
2014-06-30 06:57:00,60.185684,25.015006
2014-06-30 07:00:00,60.228528,24.967874
2014-06-30 07:04:00,60.216269,24.893368
2014-06-30 07:09:00,60.203851,24.965777
2014-06-30 07:09:00,60.248861,24.855052
2014-06-30 07:18:00,60.185183,24.914837
2014-06-30 07:36:00,60.212881,25.067797
2014-06-30 07:38:00,60.209699,24.918332
2014-06-30 07:38:00,60.228203,25.02796
2014-06-30 07:38:00,60.241184,24.926434
2014-06-30 07:42:00,60.244592,24.96219
2014-06-30 07:53:00,60.229591,24.928417
2014-06-30 07:53:00,60.232344,24.95786
2014-06-30 07:54:00,60.232573,24.902223
2014-06-30 07:59:00,60.157801,24.941304
2014-06-30 08:02:00,60.232573,24.902223
2014-06-30 08:02:00,60.241184,24.926434
2014-06-30 08:05:00,60.219719,24.863043
2014-06-30 08:06:00,60.248861,24.855052
2014-06-30 08:09:00,60.193218,24.977453
2014-06-30 08:09:00,60.23463,24.930636
2014-06-30 08:13:00,60.209239,25.038063
